"Name","Rarity","Category","Level","Price"
"Bolts","Common","Weapons","0","1 sp"
"Butterfly or Moth","Common","Animals and Gear","0","1 sp"
"Clothing (Explorer's)","Common","Adventuring Gear","0","1 sp"
"Clothing (Ordinary)","Common","Adventuring Gear","0","1 sp"
"Collar","Common","Animals and Gear","0","1 sp"
"Disguise Kit (Replacement Cosmetics)","Common","Adventuring Gear","0","1 sp"
"Dogslicer","Uncommon","Weapons","0","1 sp"
"Doll","Common","Adventuring Gear","0","1 sp"
"Earplugs","Common","Adventuring Gear","0","1 sp"
"Explorer's Clothing","Common","Armor","0","1 sp"
"Feed (Unique)","Common","Animals and Gear","0","1 sp (1 week)"
"Ferret","Common","Animals and Gear","0","1 sp"
"Firearm Ammunition (10 rounds)","Uncommon","Weapons","0","1 sp"
"Firearm Ammunition (5 rounds)","Uncommon","Weapons","0","1 sp"
"Firearm Cleaning Kit","Uncommon","Adventuring Gear","0","1 sp"
"Gerbil or Hamster","Common","Animals and Gear","0","1 sp"
"Grappling Hook","Common","Adventuring Gear","0","1 sp"
"Hammer","Common","Adventuring Gear","0","1 sp"
"Javelin","Common","Weapons","0","1 sp"
"Juggling Club","Uncommon","Weapons","0","1 sp"
"Leash","Common","Animals and Gear","0","1 sp"
"Lizard","Common","Animals and Gear","0","1 sp"
"Monkey's Fist","Common","Weapons","0","1 sp"
"Powder","Common","Adventuring Gear","0","1 sp"
"Praying Mantis","Common","Animals and Gear","0","1 sp"
"Rat","Common","Animals and Gear","0","1 sp"
"Religious Symbol (Wooden)","Common","Adventuring Gear","0","1 sp"
"Sap","Common","Weapons","0","1 sp"
"Scourge","Common","Weapons","0","1 sp"
"Shield Sconce","Uncommon","Adventuring Gear","0","1 sp"
"Silencer","Common","Adventuring Gear","0","1 sp"
"Spear","Common","Weapons","0","1 sp"
"Sun Shot","Uncommon","Weapons","0","1 sp"
"Tonfa","Uncommon","Weapons","0","1 sp"
"Treats (Unique)","Common","Animals and Gear","0","1 sp"
"Whip","Common","Weapons","0","1 sp"
"Wooden Taws","Common","Weapons","0","1 sp"
"Writing Set (Extra Ink and Paper)","Common","Adventuring Gear","0","1 sp"
"Bayonet","Common","Weapons","0","2 sp"
"Bo Staff","Common","Weapons","0","2 sp"
"Dagger","Common","Weapons","0","2 sp"
"Dog","Common","Animals and Gear","0","2 sp"
"Frog","Common","Animals and Gear","0","2 sp"
"Gauntlet","Common","Weapons","0","2 sp"
"Grappling Arrow","Uncommon","Adventuring Gear","0","2 sp"
"Grappling Bolt","Uncommon","Adventuring Gear","0","2 sp"
"Lock (Poor)","Common","Adventuring Gear","0","2 sp"
"Marbles","Common","Adventuring Gear","0","2 sp"
"Merchant's Scale","Common","Adventuring Gear","0","2 sp"
"Nunchaku","Uncommon","Weapons","0","2 sp"
"Padded Armor","Common","Armor","0","2 sp"
"Poi","Uncommon","Weapons","0","2 sp"
"Practice Targets","Common","Adventuring Gear","0","2 sp (price for 10)"
"Puzzle Box (Simple)","Common","Adventuring Gear","0","2 sp"
"Reinforced Stock","Common","Weapons","0","2 sp"
"Saddlebags","Common","Adventuring Gear","0","2 sp"
"Sickle","Common","Weapons","0","2 sp"
"Spider","Common","Animals and Gear","0","2 sp"
"Tekko-kagi","Uncommon","Weapons","0","2 sp"
"Thundermace","Uncommon","Weapons","0","2 sp"
"Tripod","Common","Adventuring Gear","0","2 sp"
"Waterproof Carrying Case","Common","Adventuring Gear","0","2 sp"
"Caltrops","Common","Adventuring Gear","0","3 sp"
"Forked Bipod","Common","Weapons","0","3 sp"
"Katar","Uncommon","Weapons","0","3 sp"
"Knuckle Duster","Common","Weapons","0","3 sp"
"Light Hammer","Common","Weapons","0","3 sp"
"Manacles (Poor)","Common","Adventuring Gear","0","3 sp"
"Spiked Gauntlet","Common","Weapons","0","3 sp"
"Thieves' Tools (Replacement Picks)","Common","Adventuring Gear","0","3 sp"
"Throwing Knife","Common","Weapons","0","3 sp"
"Turtle","Common","Animals and Gear","0","3 sp"
"War Razor","Common","Weapons","0","3 sp"
"Clothing (Winter)","Common","Adventuring Gear","0","4 sp"
"Hatchet","Common","Weapons","0","4 sp"
"Light Mace","Common","Weapons","0","4 sp"
"Light Pick","Common","Weapons","0","4 sp"
"Piranha Kiss","Uncommon","Weapons","0","4 sp"
"Qat","Common","Alchemical Items","0","4 sp"
"Rations","Common","Adventuring Gear","0","4 sp (1 week)"
"Rungu","Common","Weapons","0","4 sp"
"Tool (Short)","Common","Adventuring Gear","0","4 sp"
"Basic Cane","Common","Assistive Items","0","5 sp"
"Basic Chair","Common","Assistive Items","0","5 sp"
"Basic Corrective Lenses","Common","Assistive Items","0","5 sp"
"Basic Crutch","Common","Assistive Items","0","5 sp"
"Basic Hearing Aid","Common","Assistive Items","0","5 sp"
"Basic Prosthesis","Common","Assistive Items","0","5 sp"
"Bloodeye Coffee","Common","Alchemical Items","0","5 sp"
"Bola","Uncommon","Weapons","0","5 sp"
"Cage","Common","Animals and Gear","0","5 sp"
"Chakram","Common","Weapons","0","5 sp"
"Climbing Kit","Common","Adventuring Gear","0","5 sp"
"Crowbar","Common","Adventuring Gear","0","5 sp"
"Duck","Common","Animals and Gear","0","5 sp"
"Dueling Cape","Common","Adventuring Gear","0","5 sp"
"False-Bottomed Mug","Uncommon","Adventuring Gear","0","5 sp"
"Fighting Stick","Uncommon","Weapons","0","5 sp"
"Games","Common","Adventuring Gear","0","5 sp (-5 gp, see text)"
"Hand Adze","Common","Weapons","0","5 sp"
"Handling Gloves","Common","Animals and Gear","0","5 sp"
"Longspear","Common","Weapons","0","5 sp"
"Main-gauche","Common","Weapons","0","5 sp"
"Material Component Pouch","Common","Adventuring Gear","0","5 sp"
"Parrying Scabbard","Common","Adventuring Gear","0","5 sp"
"Pig","Common","Animals and Gear","0","5 sp"
"Playing Cards","Common","Adventuring Gear","0","5 sp"
"Probing Cane","Common","Weapons","0","5 sp"
"Probing Cane","Common","Assistive Items","0","5 sp"
"Reinforced Frame","Common","Weapons","0","5 sp"
"Reinforced Wheels","Common","Assistive Items","0","5 sp"
"Rope","Common","Adventuring Gear","0","5 sp (50 ft.)"
"Ruler","Common","Adventuring Gear","0","5 sp"
"Scorpion Whip","Uncommon","Weapons","0","5 sp"
"Shears","Uncommon","Weapons","0","5 sp"
"Shield Boss","Common","Weapons","0","5 sp"
"Shield Spikes","Common","Weapons","0","5 sp"
"Splint","Common","Assistive Items","0","5 sp"
"Support","Common","Assistive Items","0","5 sp"
"Tear-Away Clothing","Common","Adventuring Gear","0","5 sp"
"The Old Mage Deck","Common","Adventuring Gear","0","5 sp"
"Toy Carriage","Common","Adventuring Gear","0","5 sp"
"Waffle Iron","Common","Adventuring Gear","0","5 sp"
"Wheel Blades","Common","Weapons","0","5 sp"
"Wheel Blades","Common","Assistive Items","0","5 sp"
"Wheel Spikes","Common","Weapons","0","5 sp"
"Wheel Spikes","Common","Assistive Items","0","5 sp"
"Wheelbarrow","Common","Adventuring Gear","0","5 sp"
"Chest","Common","Adventuring Gear","0","6 sp"
"Kukri","Uncommon","Weapons","0","6 sp"
"Magazine (Air Repeater)","Uncommon","Weapons","0","6 sp"
"Mambele","Uncommon","Weapons","0","6 sp"
"Sai","Uncommon","Weapons","0","6 sp"
"Lantern (Hooded)","Common","Adventuring Gear","0","7 sp"
"Machete","Common","Weapons","0","7 sp"
"Orc Knuckle Dagger","Uncommon","Weapons","0","7 sp"
"Pick","Common","Weapons","0","7 sp"
"Squirrel","Common","Animals and Gear","0","7 sp"
"Fishing Tackle","Common","Adventuring Gear","0","8 sp"
"Flail","Common","Weapons","0","8 sp"
"Fox","Common","Animals and Gear","0","8 sp"
"Harness","Common","Animals and Gear","0","8 sp"
"Magazine (Long Air Repeater)","Uncommon","Weapons","0","8 sp"
"Musical Instrument (Handheld)","Common","Adventuring Gear","0","8 sp"
"Shield Augmentation","Uncommon","Adjustments","0","8 sp"
"Tent (Pup)","Common","Adventuring Gear","0","8 sp"
"Tri-Bladed Katar","Uncommon","Weapons","0","8 sp"
"Horsechopper","Uncommon","Weapons","0","9 sp"
"Nine-Ring Sword","Uncommon","Weapons","0","9 sp"
"Repeating Crossbow Magazine","Uncommon","Weapons","0","9 sp"
"Repeating Hand Crossbow Magazine","Uncommon","Weapons","0","9 sp"
"Repeating Heavy Crossbow Magazine","Uncommon","Weapons","0","9 sp"
"Shortsword","Common","Weapons","0","9 sp"
"Adze","Common","Weapons","0","1 gp"
"Battle Axe","Common","Weapons","0","1 gp"
"Beehive","Common","Animals and Gear","0","1 gp"
"Boarding Axe","Uncommon","Weapons","0","1 gp"
"Brass Ear","Common","Adventuring Gear","0","1 gp"
"Buckler","Common","Shields","0","1 gp"
"Chair Storage","Common","Assistive Items","0","1 gp"
"Compass","Common","Adventuring Gear","0","1 gp"
"Cookware","Common","Adventuring Gear","0","1 gp"
"Dart Umbrella","Uncommon","Weapons","0","1 gp"
"Depth Gauge","Uncommon","Adventuring Gear","0","1 gp"
"Fake Blood Pack","Common","Adventuring Gear","0","1 gp"
"Filcher's Fork","Uncommon","Weapons","0","1 gp"
"Flayleaf","Common","Alchemical Items","0","1 gp"
"Formula Book (Blank)","Common","Adventuring Gear","0","1 gp"
"Gaff","Common","Weapons","0","1 gp"
"Glaive","Common","Weapons","0","1 gp"
"Greatclub","Common","Weapons","0","1 gp"
"Griffon  Cane","Common","Assistive Items","0","1 gp"
"Griffon Cane","Common","Weapons","0","1 gp"
"Harrow Carrying Case","Common","Adventuring Gear","0","1 gp"
"Harrow Deck (Simple)","Common","Adventuring Gear","0","1 gp"
"Kama","Uncommon","Weapons","0","1 gp"
"Lance","Common","Weapons","0","1 gp"
"Lantern (Bull's-Eye)","Common","Adventuring Gear","0","1 gp"
"Lion Scythe","Uncommon","Weapons","0","1 gp"
"Lizard (X's)","Common","Animals and Gear","0","1 gp"
"Longsword","Common","Weapons","0","1 gp"
"Mace","Common","Weapons","0","1 gp"
"Marked Playing Cards","Common","Adventuring Gear","0","1 gp"
"Mirror","Common","Adventuring Gear","0","1 gp"
"Morningstar","Common","Weapons","0","1 gp"
"Net","Common","Adventuring Gear","0","1 gp"
"Nightstick","Uncommon","Weapons","0","1 gp"
"Ogre Hook","Uncommon","Weapons","0","1 gp"
"Paint Set","Common","Adventuring Gear","0","1 gp"
"Rabbit","Common","Animals and Gear","0","1 gp"
"Religious Text","Common","Adventuring Gear","0","1 gp"
"Rubbing Set","Uncommon","Adventuring Gear","0","1 gp"
"Scimitar","Common","Weapons","0","1 gp"
"Shootist Bandolier","Uncommon","Adventuring Gear","0","1 gp"
"Snake","Common","Animals and Gear","0","1 gp"
"Spellbook (Blank)","Common","Adventuring Gear","0","1 gp"
"Tank (Stationary)","Common","Animals and Gear","0","1 gp"
"Tool (Long)","Common","Adventuring Gear","0","1 gp"
"Trident","Common","Weapons","0","1 gp"
"Wakizashi","Uncommon","Weapons","0","1 gp"
"Warhammer","Common","Weapons","0","1 gp"
"Wax Key Blank","Uncommon","Adventuring Gear","0","1 gp"
"Wooden Shield","Common","Shields","0","1 gp"
"Writing Set","Common","Adventuring Gear","0","1 gp"
"Fighting Fan","Uncommon","Weapons","0","1 gp, 1 sp"
"Fauchard","Common","Weapons","0","1 gp, 4 sp"
"Adventurer's Pack","Common","Adventuring Gear","0","1 gp, 5 sp"
"Badger","Common","Animals and Gear","0","1 gp, 5 sp"
"Traitor's Ring","Uncommon","Adventuring Gear","0","1 gp, 5 sp"
"Armored Skirt","Common","Adventuring Gear","0","2 gp"
"Bladed Diabolo","Uncommon","Weapons","0","2 gp"
"Butterfly Sword","Uncommon","Weapons","0","2 gp"
"Clan Dagger","Uncommon","Weapons","0","2 gp"
"Claw Blade","Uncommon","Weapons","0","2 gp"
"Clothing (Fine)","Common","Adventuring Gear","0","2 gp"
"Disguise Kit","Common","Adventuring Gear","0","2 gp"
"Dueling Spear","Uncommon","Weapons","0","2 gp"
"Extendible Pincer","Uncommon","Adventuring Gear","0","2 gp"
"Gill Hook","Uncommon","Weapons","0","2 gp"
"Gnome Hooked Hammer","Uncommon","Weapons","0","2 gp"
"Greataxe","Common","Weapons","0","2 gp"
"Greatpick","Common","Weapons","0","2 gp"
"Greatsword","Common","Weapons","0","2 gp"
"Guisarme","Common","Weapons","0","2 gp"
"Halberd","Common","Weapons","0","2 gp"
"Hide Armor","Common","Armor","0","2 gp"
"Horse","Common","Animals and Gear","0","2 gp"
"Jellyfish Lamp","Common","Adventuring Gear","0","2 gp"
"Karambit","Uncommon","Weapons","0","2 gp"
"Katana","Uncommon","Weapons","0","2 gp"
"Khakkara","Uncommon","Weapons","0","2 gp"
"Khopesh","Uncommon","Weapons","0","2 gp"
"Kusarigama","Uncommon","Weapons","0","2 gp"
"Leather Armor","Common","Armor","0","2 gp"
"Leiomano","Uncommon","Weapons","0","2 gp"
"Mask (Fine)","Common","Adventuring Gear","0","2 gp"
"Musical Instrument (Heavy)","Common","Adventuring Gear","0","2 gp"
"Opossum, domestic","Common","Animals and Gear","0","2 gp"
"Orc Necksplitter","Uncommon","Weapons","0","2 gp"
"Pantograph Gauntlet","Uncommon","Weapons","0","2 gp"
"Ranseur","Common","Weapons","0","2 gp"
"Rapier","Common","Weapons","0","2 gp"
"Reinforced Surcoat","Uncommon","Adjustments","0","2 gp"
"Religious Symbol (Silver)","Common","Adventuring Gear","0","2 gp"
"Repair Kit","Common","Adventuring Gear","0","2 gp"
"Scythe","Common","Weapons","0","2 gp"
"Shauth Blade","Uncommon","Weapons","0","2 gp"
"Starknife","Common","Weapons","0","2 gp"
"Steel Shield","Common","Shields","0","2 gp"
"Temple Sword","Uncommon","Weapons","0","2 gp"
"Urumi","Uncommon","Weapons","0","2 gp"
"War Flail","Common","Weapons","0","2 gp"
"Wind and Fire Wheel","Uncommon","Weapons","0","2 gp"
"Wish Knife","Uncommon","Weapons","0","2 gp"
"Bladed Hoop","Uncommon","Weapons","0","2 gp, 5 sp"
"Alchemist's Tools","Common","Adventuring Gear","0","3 gp"
"Bat","Common","Animals and Gear","0","3 gp"
"Bladed Scarf","Uncommon","Weapons","0","3 gp"
"Cart","Common","Vehicles","0","3 gp"
"Comealong","Uncommon","Adventuring Gear","0","3 gp"
"Crossbow","Common","Weapons","0","3 gp"
"Dwarven War Axe","Uncommon","Weapons","0","3 gp"
"Elven Branched Spear","Uncommon","Weapons","0","3 gp"
"Falchion","Common","Weapons","0","3 gp"
"Folding Ladder","Common","Adventuring Gear","0","3 gp"
"Gnome Flickmace","Uncommon","Weapons","0","3 gp"
"Grappling Gun","Uncommon","Adventuring Gear","0","3 gp"
"Hand Crossbow","Common","Weapons","0","3 gp"
"Hollowed Hilt","Uncommon","Adventuring Gear","0","3 gp"
"Hook Sword","Uncommon","Weapons","0","3 gp"
"Hourglass","Common","Adventuring Gear","0","3 gp"
"Injection Spear","Uncommon","Weapons","0","3 gp"
"Maul","Common","Weapons","0","3 gp"
"Meteor Hammer","Common","Weapons","0","3 gp"
"Monkey","Common","Animals and Gear","0","3 gp"
"Naginata","Uncommon","Weapons","0","3 gp"
"Shortbow","Common","Weapons","0","3 gp"
"Spiked Chain","Uncommon","Weapons","0","3 gp"
"Studded Leather Armor","Common","Armor","0","3 gp"
"Sun Sling","Uncommon","Weapons","0","3 gp"
"Thieves' Tools","Common","Adventuring Gear","0","3 gp"
"Artisan's Tools","Common","Adventuring Gear","0","4 gp"
"Bastard Sword","Common","Weapons","0","4 gp"
"Buugeng","Uncommon","Weapons","0","4 gp"
"Chain","Common","Adventuring Gear","0","4 gp"
"Elven Curve Blade","Uncommon","Weapons","0","4 gp"
"Fangwire","Uncommon","Weapons","0","4 gp"
"Heavy Crossbow","Common","Weapons","0","4 gp"
"Rhoka Sword","Uncommon","Weapons","0","4 gp"
"Scale Mail","Common","Armor","0","4 gp"
"Tack","Common","Adventuring Gear","0","4 gp"
"Tengu Gale Blade","Uncommon","Weapons","0","4 gp"
"Umbrella Injector","Uncommon","Weapons","0","4 gp"
"War Lance","Uncommon","Weapons","0","4 gp"
"Air repeater","Uncommon","Weapons","0","5 gp"
"Aklys","Uncommon","Weapons","0","5 gp"
"Alchemist's Lab","Common","Adventuring Gear","0","5 gp"
"Bladed Gauntlet","Uncommon","Weapons","0","5 gp"
"Buoyancy Vest","Common","Adventuring Gear","0","5 gp"
"Chain Shirt","Common","Armor","0","5 gp"
"Clan Pistol","Uncommon","Weapons","0","5 gp"
"Familiar Satchel","Uncommon","Adventuring Gear","0","5 gp"
"Fire Lance","Uncommon","Weapons","0","5 gp"
"Fire Poi","Uncommon","Weapons","0","5 gp"
"Glass Cutter","Uncommon","Adventuring Gear","0","5 gp"
"Halfling Sling Staff","Uncommon","Weapons","0","5 gp"
"Hand Cannon","Uncommon","Weapons","0","5 gp"
"Healer's Tools","Common","Adventuring Gear","0","5 gp"
"Kayalini","Common","Animals and Gear","0","5 gp"
"Knight's Standard","Uncommon","Adventuring Gear","0","5 gp"
"Membership Cords","Uncommon","Adventuring Gear","0","5 gp"
"Raccoon","Common","Animals and Gear","0","5 gp"
"Sawtooth Saber","Uncommon","Weapons","0","5 gp"
"Sickle-Saber","Uncommon","Weapons","0","5 gp"
"Snare Kit","Common","Adventuring Gear","0","5 gp"
"Spiral Rapier","Uncommon","Weapons","0","5 gp"
"Swim Fins","Common","Adventuring Gear","0","5 gp"
"Sword Cane","Common","Weapons","0","5 gp"
"Tamchal Chakram","Uncommon","Weapons","0","5 gp"
"Tent (Four-Person)","Common","Adventuring Gear","0","5 gp"
"Thunder Sling","Uncommon","Weapons","0","5 gp"
"Water Purifier","Uncommon","Adventuring Gear","0","5 gp"
"Whip Claw","Uncommon","Weapons","0","5 gp"
"Wish Blade","Uncommon","Weapons","0","5 gp"
"Chain Mail","Common","Armor","0","6 gp"
"Coat Pistol","Uncommon","Weapons","0","6 gp"
"Flingflenser","Uncommon","Weapons","0","6 gp"
"Flintlock Pistol","Uncommon","Weapons","0","6 gp"
"Longbow","Common","Weapons","0","6 gp"
"Double-Barreled Pistol","Uncommon","Weapons","0","7 gp"
"Flintlock Musket","Uncommon","Weapons","0","7 gp"
"Black Powder Knuckle Dusters","Uncommon","Weapons","0","8 gp"
"Blunderbuss","Uncommon","Weapons","0","8 gp"
"Breastplate","Common","Armor","0","8 gp"
"Butchering Axe","Uncommon","Weapons","0","8 gp"
"Cane Pistol","Uncommon","Weapons","0","8 gp"
"Cow","Common","Animals and Gear","0","8 gp"
"Dagger Pistol","Uncommon","Weapons","0","8 gp"
"Daikyu","Uncommon","Weapons","0","8 gp"
"Harrow Mat","Common","Adventuring Gear","0","8 gp"
"Shauth Lash","Uncommon","Weapons","0","8 gp"
"Dragon Mouth Pistol","Uncommon","Weapons","0","9 gp"
"Long Air Repeater","Uncommon","Weapons","0","9 gp"
"Mithral Tree","Uncommon","Weapons","0","9 gp"
"Arquebus","Uncommon","Weapons","0","10 gp"
"Asp Coil","Uncommon","Weapons","0","10 gp"
"Barding (Light; Small or Medium)","Common","Adventuring Gear","0","10 gp"
"Bird (House Eagle)","Common","Animals and Gear","0","10 gp"
"Cat (Galtan Orange)","Common","Animals and Gear","0","10 gp"
"Cold Iron Chunk","Common","Materials","0","10 gp"
"Dinosaur","Common","Animals and Gear","0","10 gp"
"False Manacles","Uncommon","Adventuring Gear","0","10 gp"
"Harmona Gun","Uncommon","Weapons","0","10 gp"
"Harrow Deck (Common)","Common","Adventuring Gear","0","10 gp"
"Light Chariot","Common","Vehicles","0","10 gp"
"Rapier Pistol","Uncommon","Weapons","0","10 gp"
"Silver Chunk","Common","Materials","0","10 gp"
"Snowshoes","Common","Adventuring Gear","0","10 gp"
"Tank (Traveling)","Common","Animals and Gear","0","10 gp"
"Taw Launcher","Uncommon","Weapons","0","10 gp"
"Tower Shield","Common","Shields","0","10 gp"
"Tricky Pick","Uncommon","Weapons","0","10 gp"
"Harrow Deck (Fine)","Common","Adventuring Gear","0","11 gp (+)"
"Hongali Hornbow","Uncommon","Weapons","0","11 gp"
"Pepperbox","Uncommon","Weapons","0","12 gp"
"Mace Multipistol","Uncommon","Weapons","0","13 gp"
"Composite Shortbow","Common","Weapons","0","14 gp"
"Battle Lute","Uncommon","Weapons","0","15 gp"
"Glider","Uncommon","Vehicles","0","15 gp"
"Piercing Wind","Uncommon","Weapons","0","15 gp"
"Rowboat","Common","Vehicles","0","15 gp"
"Armored Coat","Common","Armor","0","20 gp"
"Barding (Light; Large)","Common","Adventuring Gear","0","20 gp"
"Clockwork Dial","Uncommon","Adventuring Gear","0","20 gp"
"Composite Longbow","Common","Weapons","0","20 gp"
"Sisterstone Chunk","Rare","Materials","0","20 gp"
"Spyglass","Common","Adventuring Gear","0","20 gp"
"Alchemical Crossbow","Uncommon","Weapons","0","25 gp"
"Barding (Heavy; Small or Medium)","Common","Adventuring Gear","0","25 gp"
"Axolotl","Common","Animals and Gear","0","40 gp"
"Barding (Heavy; Large)","Common","Adventuring Gear","0","50 gp"
"Cradle Minder","Common","Animals and Gear","0","50 gp"
"Alpaca","Common","Animals and Gear","0","75 gp"
"Cold Iron Ingot","Common","Materials","0","100 gp"
"Silver Ingot","Common","Materials","0","100 gp"
"Sisterstone Ingot","Rare","Materials","0","200 gp"
"Abysium Chunk","Rare","Materials","0","450 gp"
"Adamantine Chunk","Uncommon","Materials","0","500 gp"
"Darkwood Branch","Uncommon","Materials","0","500 gp"
"Mithral Chunk","Uncommon","Materials","0","500 gp"
"Siccatite Chunk","Rare","Materials","0","500 gp"
"Inubrix Chunk","Rare","Materials","0","550 gp"
"Djezet Mass","Rare","Materials","0","600 gp"
"Noqual Chunk","Rare","Materials","0","600 gp"
"Peachwood Branch","Uncommon","Materials","0","600 gp"
"Sovereign Steel Chunk","Rare","Materials","0","700 gp"
"Warpglass Chunk","Rare","Materials","0","800 gp"
"Orichalcum Chunk","Rare","Materials","0","1000 gp"
"Abysium Ingot","Rare","Materials","0","4500 gp"
"Adamantine Ingot","Uncommon","Materials","0","5000 gp"
"Darkwood Lumber","Uncommon","Materials","0","5000 gp"
"Mithral Ingot","Uncommon","Materials","0","5000 gp"
"Siccatite Ingot","Rare","Materials","0","5000 gp"
"Inubrix Ingot","Rare","Materials","0","5500 gp"
"Djezet Alloy Ingot","Rare","Materials","0","6000 gp"
"Noqual Ingot","Rare","Materials","0","6000 gp"
"Peachwood Lumber","Uncommon","Materials","0","6000 gp"
"Sovereign Steel Ingot","Rare","Materials","0","7000 gp"
"Warpglass Ingot","Rare","Materials","0","8000 gp"
"Orichalcum Ingot","Rare","Materials","0","10000 gp"
"Portable Weapon Mount (Monopod)","Uncommon","Customizations","1","2 sp"
"Tindertwig","Common","Alchemical Items","1","2 sp"
"Boarding Pike","Uncommon","Weapons","1","8 sp"
"Combat Grapnel","Uncommon","Weapons","1","9 sp"
"Popdust","Uncommon","Alchemical Items","1","1 gp"
"Surprise Doll","Common","Adventuring Gear","1","1 gp"
"Addiction Suppressant (Lesser)","Rare","Alchemical Items","1","2 gp"
"Aldori Dueling Sword","Uncommon","Weapons","1","2 gp"
"Lock (Simple)","Common","Adventuring Gear","1","2 gp"
"Magnetic Construction Set","Common","Adventuring Gear","1","2 gp"
"Puzzle Box (Complex)","Common","Adventuring Gear","1","2 gp"
"Refined Pesh","Common","Alchemical Items","1","2 gp"
"Snake Oil","Common","Alchemical Items","1","2 gp"
"Waffle Iron (Imprint)","Common","Adventuring Gear","1","2 gp"
"Acid Flask (Lesser)","Common","Alchemical Items","1","3 gp"
"Alarm Snare","Common","Snares","1","3 gp"
"Alchemical Fuse","Common","Alchemical Items","1","3 gp"
"Alchemist's Fire (Lesser)","Common","Alchemical Items","1","3 gp"
"Antidote (Lesser)","Common","Alchemical Items","1","3 gp"
"Antiplague (Lesser)","Common","Alchemical Items","1","3 gp"
"Appetizing Flavor Snare","Rare","Snares","1","3 gp"
"Arsenic","Common","Alchemical Items","1","3 gp"
"Battering Snare","Common","Snares","1","3 gp"
"Blast Boots (Lesser)","Uncommon","Consumables","1","3 gp"
"Blight Bomb (Lesser)","Common","Alchemical Items","1","3 gp"
"Blindpepper Tube","Uncommon","Alchemical Items","1","3 gp"
"Bookthief Brew","Uncommon","Alchemical Items","1","3 gp"
"Bottled Lightning (Lesser)","Common","Alchemical Items","1","3 gp"
"Caltrop Snare","Common","Snares","1","3 gp"
"Cheetah's Elixir (Lesser)","Common","Alchemical Items","1","3 gp"
"Clockwork Goggles","Uncommon","Consumables","1","3 gp"
"Cryomister (Lesser)","Uncommon","Consumables","1","3 gp"
"Dread Ampoule (Lesser)","Common","Alchemical Items","1","3 gp"
"Dust Pods","Uncommon","Snares","1","3 gp"
"Elixir of Life (Minor)","Common","Alchemical Items","1","3 gp"
"Emergency Disguise","Uncommon","Consumables","1","3 gp"
"Feather Token (Ladder)","Common","Consumables","1","3 gp"
"Forensic Dye","Common","Alchemical Items","1","3 gp"
"Frost Vial (Lesser)","Common","Alchemical Items","1","3 gp"
"Gecko Potion","Common","Consumables","1","3 gp"
